domain,tld,time_left,starting_price,current_bid,bids_count,domain_age,revenue,visitors
lanka.org,org,"7d, 19h",1.00,305.00,13,0,0.00,-
ndomains.com,com,"8d, 19h",1.00,24.01,13,0,0.00,-
pianoacademy.app,app,"21h, 37m",7.99,21.00,13,7,0.00,-
apibots.com,com,"16d, 19h",1.00,18.00,12,0,0.00,-
eutk.com,com,"22h, 18m",1.00,105.00,12,25,0.00,-
jpvt.com,com,"22h, 34m",1.00,83.00,12,20,0.00,-
repsshoes.com,com,"1m, 21s",7.99,54.41,12,3,0.01,57
ydod.com,com,"14d, 19h",1.00,84.00,12,0,0.00,-
insing.com,com,"19d, 19h",1.00,100.00,11,0,0.00,-
kokg.com,com,"22h, 35m",1.00,125.00,11,19,0.00,-
qamr.com,com,"16d, 19h",1.00,155.00,11,0,0.00,-
svkh.com,com,"22h, 20m",1.00,101.00,11,18,0.00,-
wyvq.com,com,"6d, 19h",1.00,126.00,11,0,0.00,-
innoslicon.com,com,"20h, 52m",7.99,200.00,10,1,0.00,13356
kast.org,org,"19d, 19h",1.00,102.00,10,0,0.00,-
paydayloanchannel.com,com,"7d, 19h",1.00,105.00,10,0,0.00,-
slotpedia.com,com,"16d, 19h",1.00,53.00,10,0,0.00,-
uokl.com,com,"22h, 30m",1.00,93.00,10,19,0.00,-
xianzhe.cc,cc,"1d, 22h",7.99,58.00,10,3,1.10,30092
congregation.ai,ai,"1d, 6h",1.00,12.00,9,1,0.00,-
domainfor.com,com,"1d, 19h",1.00,66.39,9,0,0.00,-
gitanjaligroup.com,com,"44m, 41s",7.99,18.00,9,20,0.19,2486
huqj.com,com,"22h, 19m",1.00,88.00,9,18,0.00,-
kjuh.com,com,"22h, 32m",1.00,88.00,9,19,0.00,-
ygcu.com,com,"10d, 19h",1.00,83.00,9,0,0.00,-
dhze.com,com,"22h, 27m",1.00,106.00,8,17,0.00,-
gamegorilla.com,com,"13d, 19h",1.00,12.00,8,0,0.00,-
jlyp.com,com,"17d, 19h",1.00,111.00,8,0,0.00,-
modifiyem.com,com,"1m, 19s",7.99,14.00,8,25,0.00,149
oayw.com,com,"10d, 19h",1.00,69.00,8,0,0.00,-
rpze.com,com,"10d, 19h",1.00,81.00,8,0,0.00,-
aheu.com,com,"21d, 19h",1.00,197.00,7,0,0.00,-
formbiz.biz,biz,"3d, 23h",7.99,69.00,7,1,14.42,11669
grok.video,video,"1d, 2h",242.79,355.00,7,2,81.69,8120
juulo.com,com,"7d, 19h",1.00,53.00,7,0,0.00,-
keonhacaipro.net,net,"9d, 19h",1.00,6.00,7,0,0.00,-
mrminute.com,com,"1h, 8m",7.99,14.00,7,22,0.00,97
overleap.com,com,"20d, 19h",1.00,12.00,7,0,0.00,-
overleap.com,com,"20d, 19h",1.00,12.00,7,0,0.00,-
actionscript.org,org,"17d, 19h",1.00,11.00,6,0,0.00,-
ayrag.com,com,"2d, 5h",1.00,4.24,6,3,0.00,-
cqyp.com,com,"18d, 19h",1.00,63.00,6,0,0.00,-
dorkia.com,com,"1d, 22h",7.99,16.00,6,3,0.00,31
engchain.com,com,"22h, 19m",7.99,16.01,6,5,0.00,17
fukp.com,com,"22h, 30m",1.00,88.00,6,20,0.00,-
letsdomore.com,com,"4d, 15h",1.00,4.11,6,18,0.00,-
millenniumai.com,com,"18d, 19h",1.00,31.00,6,0,0.00,-
moyp.com,com,"17d, 19h",1.00,63.00,6,0,0.00,-
slopeplay.org,org,"2d, 0h",7.99,16.00,6,1,11.82,645
xpqz.com,com,"9d, 19h",1.00,83.00,6,0,0.00,-
zwtw.com,com,"14d, 19h",1.00,37.00,6,0,0.00,-
aiseotools.com,com,"8d, 19h",1.00,32.00,5,0,0.00,-
blockbuster.tokyo,tokyo,"1d, 23h",7.99,105.00,5,1,0.00,236
ihearthockey.com,com,"34m, 33s",7.99,15.00,5,11,0.00,139
modivy.com,com,"2d, 19h",1.00,13.67,5,0,0.00,-
mortgagegang.com,com,"1d, 0h",1.00,3.25,5,0,0.00,-
onlinelends.com,com,"16h, 20m",1.00,3.08,5,2,0.00,-
pythn.com,com,"11d, 19h",1.00,5.00,5,0,0.00,-
vfv.cc,cc,"6d, 19h",1.00,8.02,5,0,0.00,-
whatsplus.pro,pro,"20h, 58m",7.99,23.00,5,3,0.48,37775
xplrmerch.com,com,"23h, 34m",7.99,15.00,5,1,0.61,379
01mmorpg.com,com,"1h, 7m",7.99,14.00,4,11,0.00,233
4ign.com,com,"4d, 9h",1.00,2.11,4,1,0.00,-
73n.cc,cc,"21h, 35m",7.99,10.99,4,3,0.00,85
adultoo.com,com,"7d, 19h",1.00,5.63,4,0,0.00,-
candybouquet.com,com,"18d, 19h",1.00,11.00,4,0,0.00,-
ceryda.com,com,"1d, 19h",1.00,6.00,4,0,0.00,-
critical-neuroscience.org,org,"21m, 5s",7.99,21.00,4,4,0.00,321
dextopia.org,org,"4d, 21h",1.00,2.11,4,0,0.00,-
eightfire.com,com,"5d, 19h",1.00,19.00,4,0,0.00,-
euoy.com,com,"14d, 19h",1.00,85.00,4,0,0.00,-
futoncover.com,com,"7d, 19h",1.00,4.00,4,0,0.00,-
futondirect.com,com,"6d, 19h",1.00,4.00,4,0,0.00,-
geekymoney.com,com,"3d, 3h",1.00,3.23,4,0,0.00,-
gxny.com,com,"18d, 19h",1.00,100.00,4,0,0.00,-
incaproducts.com,com,"19h, 48m",1.00,3.00,4,0,0.00,-
marripedia.org,org,"11d, 19h",1.03,53.00,4,0,0.00,-
myswitch.com,com,"19d, 19h",1.00,130.00,4,0,0.00,-
netunify.com,com,"7d, 19h",1.00,3.00,4,0,0.00,-
pandpkitchen.com,com,"8d, 19h",1.00,3.00,4,0,0.00,-
playtech.org,org,"11d, 19h",1.00,21.00,4,0,0.00,-
sakers.com,com,"17d, 19h",1.00,11.00,4,0,0.00,-
ugql.net,net,"10h, 36m",1.00,3.25,4,0,0.00,-
vegastrips.com,com,"16d, 19h",1.00,12.00,4,0,0.00,-
yn5.cc,cc,"7d, 19h",1.00,4.00,4,0,0.00,-
badrinath.com,com,"9d, 19h",1.00,7.00,3,0,0.00,-
bargli.com,com,"1d, 21h",7.99,31.00,3,7,0.11,116
betbringer.com,com,"2d, 23h",1.00,3.00,3,0,0.00,-
couponcodes.net,net,"18d, 19h",1.00,42.00,3,0,0.00,-
doggylover.com,com,"2d, 21h",7.99,9.99,3,10,0.00,67
gurudigital.com,com,"18d, 19h",1.00,3.00,3,0,0.00,-
healthinsuranceconsultant.com,com,"40m, 2s",7.99,16.00,3,24,0.00,288
jackpotplays.com,com,"4d, 9h",1.00,2.22,3,1,0.00,-
jsly.com,com,"20d, 19h",1.00,106.00,3,0,0.00,-
ketamine.top,top,"19h, 48m",1.00,2.32,3,0,0.00,-
orderandpay.com,com,"3d, 19h",1.00,3.00,3,0,0.00,-
plumberfourney.com,com,"1d, 15h",1.00,2.20,3,0,0.00,-
provensupport.com,com,"4d, 9h",1.00,2.12,3,1,0.00,-
rafflereels.com,com,"4d, 9h",1.00,2.11,3,1,0.00,-
sew-it-love-it.com,com,"46m, 48s",7.99,14.00,3,14,0.02,168
softill.com,com,"1d, 19h",1.00,3.00,3,0,0.00,-
stationai.com,com,"20d, 19h",1.00,3.00,3,0,0.00,-
themoneybelt.com,com,"20h, 58m",1.00,2.10,3,0,0.00,-
wagerwon.com,com,"4d, 9h",1.00,2.13,3,1,0.00,-
2wait.com,com,"11d, 19h",1.00,2.00,2,0,0.00,-
4gls.com,com,"10d, 19h",1.00,2.00,2,0,0.00,-
88pulsapower.com,com,"2d, 23h",7.99,8.99,2,1,0.00,2743
accompagnamento-focoso.com,com,"1h, 19m",7.99,8.99,2,4,0.10,874
accountsgogle.com,com,"4d, 0h",7.99,8.99,2,3,0.01,1884
ai-logomaker.com,com,"23h, 48m",7.99,8.99,2,1,0.00,15
apuntesdeelectronica.com,com,"7d, 23h",7.99,8.99,2,15,0.00,2001
bankoffamerrica.com,com,"1d, 22h",7.99,8.99,2,1,0.00,1891
bjqa.com,com,"2d, 21h",7.99,8.99,2,19,0.00,207
gostomaisdecarrosdoquechocolates.com,com,"2d, 23h",7.99,8.99,2,20,0.00,19
guide777.com,com,"4d, 0h",7.99,8.99,2,1,0.00,569545
heo.xyz,xyz,"4d, 23h",7.99,8.99,2,5,0.00,63
hirobot.org,org,"2d, 21h",7.99,8.99,2,3,0.00,93
human777.com,com,"4d, 0h",7.99,8.99,2,1,0.00,586254
jet-casino-tip9.top,top,"3d, 2h",5.00,6.00,2,1,0.00,3414
jewelstore.com,com,"21d, 19h",1.00,2.01,2,0,0.00,-
newestai.com,com,"22h, 20m",7.99,8.99,2,2,0.00,77
nongkhaiaquarium.com,com,"1d, 21h",7.99,8.99,2,10,0.00,340
opcent.com,com,"1d, 19h",1.00,2.00,2,0,0.00,-
pantomix.com,com,"14d, 19h",1.00,2.00,2,0,0.00,-
photoshd.com,com,"6d, 3h",1.00,2.00,2,0,0.00,-
redhat888.com,com,"11d, 19h",1.00,2.00,2,0,0.00,-
techlars.com,com,"15d, 19h",1.00,2.00,2,0,0.00,-
tiktokdown.org,org,"1d, 22h",7.99,8.99,2,2,0.00,1074
twbuy.com,com,"16d, 19h",1.00,2.00,2,0,0.00,-
0c8.cc,cc,"6d, 19h",1.00,1.00,1,0,0.00,-
100security.com,com,"2d, 19h",1.00,1.00,1,0,0.00,-
1111cc.com,com,"17d, 19h",1.00,1.00,1,0,0.00,-
123movies-a.com,com,"15d, 19h",1.00,1.00,1,0,0.00,-
123movies-i.net,net,"20d, 19h",1.00,1.00,1,0,0.00,-
123movies-org.net,net,"11d, 19h",1.00,1.00,1,0,0.00,-
123movies-to.com,com,"19d, 19h",1.00,1.00,1,0,0.00,-
1win-bgo.top,top,"1d, 19h",1.00,1.00,1,0,0.00,-
231club.com,com,"2d, 19h",1.00,1.00,1,0,0.00,-
globalenergy.com,com,"5d, 19h",1.00,"6,400.00",80,0,0.00,-
ejal.com,com,"9d, 19h",1.00,"1,126.05",70,0,0.00,-
tyyp.com,com,"7d, 19h",1.00,300.00,45,0,0.00,-
altvra.com,com,"2d, 10h",1.00,79.00,41,18,0.00,-
1usdt.com,com,"6d, 19h",1.00,121.00,39,0,0.00,-
ziparticle.com,com,"1d, 18h",1.00,53.00,38,4,0.00,-
cryptoflippa.com,com,"2d, 14h",1.00,50.00,37,1,0.00,-
blogs.io,io,"11d, 19h",1.00,660.00,34,0,0.00,-
612.tv,tv,"44m, 3s",7.99,"2,000.00",33,10,0.00,173
semenbank.com,com,"4d, 19h",1.00,110.00,32,0,0.00,-
saturnal.com,com,"6d, 19h",1.00,355.00,31,0,0.00,-
buyany.com,com,"12d, 19h",1.00,510.00,30,0,0.00,-
sportsnewstoday.com,com,"10d, 19h",1.00,105.00,29,0,0.00,-
learntoduck.com,com,"3d, 19h",1.00,155.01,28,0,0.00,-
bestools.com,com,"9d, 19h",1.00,255.00,27,0,0.00,-
linuxonline.com,com,"11d, 19h",1.00,205.00,27,0,0.00,-
ugql.com,com,"19h, 48m",1.00,222.00,27,0,0.00,-
chosen.now,now,"3m, 16s",7.99,154.00,26,1,0.00,16
coyp.com,com,"17d, 19h",1.00,205.00,26,0,0.00,-
aicarnews.com,com,"1d, 16h",1.00,136.00,23,1,0.00,-
kmyp.com,com,"17d, 19h",1.00,31.00,22,0,0.00,-
ulvo.com,com,"13d, 19h",1.00,305.01,22,0,0.00,-
bigcola.com,com,"8d, 19h",1.00,230.00,21,0,0.00,-
eqfb.com,com,"2d, 19h",1.00,304.00,21,0,0.00,-
introes.com,com,"21h, 13m",7.99,99.00,21,4,0.00,1781
pasaporte-sre.org,org,"1d, 19h",1.00,510.00,21,0,0.00,-
qqvq.com,com,"22h, 24m",1.00,136.00,21,10,0.00,-
rubsi.com,com,"7d, 19h",1.00,23.00,21,0,0.00,-
thehentenbag.com,com,"2h, 18m",29.00,185.00,21,13,1.97,627
anyurl.com,com,"17d, 19h",1.00,83.00,20,0,0.00,-
iqia.com,com,"5d, 1h",7.99,255.00,20,25,0.00,108
nhxx.com,com,"10d, 19h",1.00,160.00,20,0,0.00,-
q5i.com,com,"22h, 21m",1.00,160.00,20,22,0.00,-
backlink.now,now,"3m, 16s",7.99,25.00,19,1,0.00,19
bicyclegeorgia.com,com,"2d, 19h",1.00,170.00,19,0,0.00,-
elitefunds.com,com,"16d, 19h",1.00,116.00,19,0,0.00,-
embedgooglemap.net,net,"21d, 19h",1.00,255.00,18,0,0.00,-
flujourl.top,top,"3d, 23h",5.00,116.00,18,1,83.62,18475
langpop.com,com,"1h, 15m",7.99,232.00,18,18,0.00,1335
oneyoga.com,com,"16d, 19h",1.00,130.00,18,0,0.00,-
qotp.com,com,"22h, 32m",1.00,112.00,18,19,0.00,-
technoflex.com,com,"15d, 19h",1.00,255.00,18,0,0.00,-
then.run,run,"9d, 19h",1.00,21.00,18,0,0.00,-
boatyards.com,com,"13d, 19h",1.00,102.00,17,0,0.00,-
creatuforo.com,com,"3d, 21h",7.99,25.00,17,20,0.16,10534
javelin.org,org,"10d, 19h",1.00,204.00,17,0,0.00,-
qtie.com,com,"21d, 19h",1.00,23.00,17,0,0.00,-
uipq.com,com,"22h, 28m",1.00,95.00,17,19,0.00,-
0qa.com,com,"2d, 9h",1.00,260.00,16,26,0.00,-
6n6.cc,cc,"13d, 19h",1.00,16.09,16,0,0.00,-
adelic.com,com,"9d, 19h",1.00,89.00,16,0,0.00,-
ifyl.com,com,"1d, 21h",7.99,148.00,16,15,0.00,23
riuh.com,com,"11d, 19h",1.00,105.00,16,0,0.00,-
swosh.com,com,"20d, 19h",1.00,510.00,16,0,0.00,-
00kxs.com,com,"11d, 19h",1.00,117.47,15,0,0.00,-
hikx.com,com,"12d, 19h",1.00,100.00,15,0,0.00,-
propertyfundsworld.com,com,"3d, 19h",1.00,21.00,15,0,0.00,-
minhub.com,com,"7d, 19h",1.00,25.00,14,0,0.00,-
omxx.com,com,"22h, 22m",1.00,120.00,14,20,0.00,-
deloto.com,com,"4d, 19h",1.00,54.00,13,0,0.00,-
heartforart.com,com,"59m, 32s",7.99,149.00,13,24,0.00,20
lanka.org,org,"7d, 19h",1.00,305.00,13,0,0.00,-
ndomains.com,com,"8d, 19h",1.00,24.01,13,0,0.00,-
pianoacademy.app,app,"21h, 37m",7.99,21.00,13,7,0.00,-
apibots.com,com,"16d, 19h",1.00,18.00,12,0,0.00,-
eutk.com,com,"22h, 17m",1.00,105.00,12,25,0.00,-
jpvt.com,com,"22h, 33m",1.00,83.00,12,20,0.00,-
repsshoes.com,com,47s,7.99,54.41,12,3,0.01,57
ydod.com,com,"14d, 19h",1.00,84.00,12,0,0.00,-
insing.com,com,"19d, 19h",1.00,100.00,11,0,0.00,-
kokg.com,com,"22h, 34m",1.00,125.00,11,19,0.00,-
qamr.com,com,"16d, 19h",1.00,155.00,11,0,0.00,-
svkh.com,com,"22h, 20m",1.00,101.00,11,18,0.00,-
wyvq.com,com,"6d, 19h",1.00,126.00,11,0,0.00,-
innoslicon.com,com,"20h, 51m",7.99,200.00,10,1,0.00,13356
kast.org,org,"19d, 19h",1.00,102.00,10,0,0.00,-
paydayloanchannel.com,com,"7d, 19h",1.00,105.00,10,0,0.00,-
slotpedia.com,com,"16d, 19h",1.00,53.00,10,0,0.00,-
uokl.com,com,"22h, 30m",1.00,93.00,10,19,0.00,-
xianzhe.cc,cc,"1d, 22h",7.99,58.00,10,3,1.10,30092
congregation.ai,ai,"1d, 6h",1.00,12.00,9,1,0.00,-
domainfor.com,com,"1d, 19h",1.00,66.39,9,0,0.00,-
gitanjaligroup.com,com,"44m, 7s",7.99,18.00,9,20,0.19,2486
huqj.com,com,"22h, 18m",1.00,88.00,9,18,0.00,-
kjuh.com,com,"22h, 31m",1.00,88.00,9,19,0.00,-
ygcu.com,com,"10d, 19h",1.00,83.00,9,0,0.00,-
dhze.com,com,"22h, 26m",1.00,106.00,8,17,0.00,-
gamegorilla.com,com,"13d, 19h",1.00,12.00,8,0,0.00,-
jlyp.com,com,"17d, 19h",1.00,111.00,8,0,0.00,-
modifiyem.com,com,45s,7.99,14.00,8,25,0.00,149
oayw.com,com,"10d, 19h",1.00,69.00,8,0,0.00,-
rpze.com,com,"10d, 19h",1.00,81.00,8,0,0.00,-
aheu.com,com,"21d, 19h",1.00,197.00,7,0,0.00,-
formbiz.biz,biz,"3d, 23h",7.99,69.00,7,1,14.42,11669
grok.video,video,"1d, 2h",242.79,355.00,7,2,81.69,8120
juulo.com,com,"7d, 19h",1.00,53.00,7,0,0.00,-
keonhacaipro.net,net,"9d, 19h",1.00,6.00,7,0,0.00,-
mrminute.com,com,"1h, 7m",7.99,14.00,7,22,0.00,97
overleap.com,com,"20d, 19h",1.00,12.00,7,0,0.00,-
overleap.com,com,"20d, 19h",1.00,12.00,7,0,0.00,-
actionscript.org,org,"17d, 19h",1.00,11.00,6,0,0.00,-
ayrag.com,com,"2d, 5h",1.00,4.24,6,3,0.00,-
cqyp.com,com,"18d, 19h",1.00,63.00,6,0,0.00,-
dorkia.com,com,"1d, 22h",7.99,16.00,6,3,0.00,31
engchain.com,com,"22h, 19m",7.99,16.01,6,5,0.00,17
fukp.com,com,"22h, 29m",1.00,88.00,6,20,0.00,-
letsdomore.com,com,"4d, 15h",1.00,4.11,6,18,0.00,-
millenniumai.com,com,"18d, 19h",1.00,31.00,6,0,0.00,-
moyp.com,com,"17d, 19h",1.00,63.00,6,0,0.00,-
slopeplay.org,org,"2d, 0h",7.99,16.00,6,1,11.82,645
xpqz.com,com,"9d, 19h",1.00,83.00,6,0,0.00,-
zwtw.com,com,"14d, 19h",1.00,37.00,6,0,0.00,-
aiseotools.com,com,"8d, 19h",1.00,32.00,5,0,0.00,-
blockbuster.tokyo,tokyo,"1d, 23h",7.99,105.00,5,1,0.00,236
ihearthockey.com,com,"33m, 59s",7.99,15.00,5,11,0.00,139
modivy.com,com,"2d, 19h",1.00,13.67,5,0,0.00,-
mortgagegang.com,com,"1d, 0h",1.00,3.25,5,0,0.00,-
onlinelends.com,com,"16h, 19m",1.00,3.08,5,2,0.00,-
pythn.com,com,"11d, 19h",1.00,5.00,5,0,0.00,-
vfv.cc,cc,"6d, 19h",1.00,8.02,5,0,0.00,-
whatsplus.pro,pro,"20h, 57m",7.99,23.00,5,3,0.48,37775
xplrmerch.com,com,"23h, 34m",7.99,15.00,5,1,0.61,379
01mmorpg.com,com,"1h, 7m",7.99,14.00,4,11,0.00,233
4ign.com,com,"4d, 9h",1.00,2.11,4,1,0.00,-
73n.cc,cc,"21h, 34m",7.99,10.99,4,3,0.00,85
adultoo.com,com,"7d, 19h",1.00,5.63,4,0,0.00,-
candybouquet.com,com,"18d, 19h",1.00,11.00,4,0,0.00,-
ceryda.com,com,"1d, 19h",1.00,6.00,4,0,0.00,-
critical-neuroscience.org,org,"20m, 31s",7.99,21.00,4,4,0.00,321
dextopia.org,org,"4d, 21h",1.00,2.11,4,0,0.00,-
